rel_ms,value_mv,normalized
0.0,-0.02085920,-0.30032480
3.90625,-0.01591700,-0.42295024
7.8125,-0.01608785,-0.48541975
11.71875,-0.00385127,-0.49205974
15.625,-0.02726015,-0.46325576
19.53125,-0.00165327,-0.41685617
23.4375,-0.01075061,-0.36539245
27.34375,0.01158197,-0.31991732
31.25,0.01246352,-0.29038596
35.15625,0.01781100,-0.28135499
39.0625,0.01043606,-0.28818592
42.96875,0.00071252,-0.30064046
46.875,0.01178882,-0.31183928
50.78125,0.01965942,-0.32099909
54.6875,-0.00612719,-0.32775530
58.59375,0.00916239,-0.33048615
62.5,0.00144826,-0.33170363
66.40625,0.01936263,-0.33770287
70.3125,-0.00783830,-0.35008392
74.21875,-0.00129219,-0.36348552
78.125,0.00679628,-0.37328532
82.03125,0.00566729,-0.37958825
85.9375,-0.01698176,-0.38296175
89.84375,0.00713503,-0.38217717
93.75,0.00151264,-0.37694243
97.65625,0.00017897,-0.36980563
101.5625,0.00131354,-0.36552820
105.46875,0.00592592,-0.36886528
109.375,-0.01837751,-0.38195401
113.28125,0.02216968,-0.40200448
117.1875,-0.00667650,-0.41815525
121.09375,-0.02311504,-0.41381276
125.0,0.00291811,-0.38098103
128.90625,0.02151186,-0.33231539
132.8125,-0.00208098,-0.29489279
136.71875,0.02287751,-0.29300126
140.625,0.02306533,-0.33165389
144.53125,-0.00585110,-0.38849276
148.4375,-0.02496029,-0.42827889
152.34375,-0.01008172,-0.43524209
156.25,0.01910879,-0.42563781
160.15625,-0.00482271,-0.42222026
164.0625,-0.01303082,-0.42548794
167.96875,-0.01083645,-0.41806421
171.875,0.00533642,-0.38995641
175.78125,0.00513913,-0.35171059
179.6875,0.01603493,-0.32591966
183.59375,0.01755675,-0.32902002
187.5,-0.00538129,-0.35868165
191.40625,0.00404191,-0.39681637
195.3125,-0.00756710,-0.42407304
199.21875,0.00701968,-0.43026301
203.125,-0.00753366,-0.41382778
207.03125,-0.00801297,-0.37858421
210.9375,0.03198729,-0.33329910
214.84375,0.00701084,-0.29041058
218.75,0.01445604,-0.26381612
222.65625,0.03731063,-0.26570216
226.5625,0.01639895,-0.29718801
230.46875,0.00571465,-0.34057644
234.375,0.00785524,-0.36917153
238.28125,-0.00161703,-0.36873290
242.1875,0.02056756,-0.34818658
246.09375,0.00359454,-0.33031270
250.0,0.02884016,-0.33215010
253.90625,0.00369171,-0.35119769
257.8125,0.00374787,-0.36903828
261.71875,0.00315594,-0.36981067
265.625,0.01594932,-0.35482886
269.53125,0.01102280,-0.33790767
273.4375,0.02570495,-0.32839608
277.34375,0.00326506,-0.32238823
281.25,0.01431338,-0.31102675
285.15625,0.03537787,-0.29260156
289.0625,0.01101447,-0.27329344
292.96875,0.02268594,-0.26104248
296.875,0.03831271,-0.26051760
300.78125,0.03014235,-0.26593721
304.6875,0.02094477,-0.25756669
308.59375,0.00994186,-0.21590006
312.5,0.07061114,-0.14228350
316.40625,0.05524174,-0.05778934
320.3125,0.07417702,0.01792654
324.21875,0.06279351,0.07853323
328.125,0.09987382,0.12504761
332.03125,0.09343532,0.15973909
335.9375,0.09603597,0.18693165
339.84375,0.09143414,0.21052074
343.75,0.11162359,0.22778663
347.65625,0.10411027,0.23126937
351.5625,0.10762344,0.21854869
355.46875,0.08876176,0.19572380
359.375,0.09802356,0.16986446
363.28125,0.09956107,0.14213550
367.1875,0.07484898,0.10917392
371.09375,0.08194619,0.06666817
375.0,0.07972400,0.01175291
378.90625,0.05878199,-0.05319860
382.8125,0.04612527,-0.12018329
386.71875,0.03798080,-0.18231678
390.625,0.04951505,-0.23780781
394.53125,0.01366780,-0.28515929
398.4375,0.02341611,-0.31995758
402.34375,0.01795283,-0.33925751
406.25,0.02159790,-0.34491888
410.15625,0.01670728,-0.34217718
414.0625,0.00257094,-0.33967948
417.96875,0.03917148,-0.34849837
421.875,0.01603966,-0.37215674
425.78125,-0.00269297,-0.39855784
429.6875,0.00241780,-0.41146556
433.59375,0.01411470,-0.40952995
437.5,0.02015757,-0.40593228
441.40625,-0.00361648,-0.41099286
445.3125,0.02005158,-0.42255330
449.21875,-0.00765922,-0.43455237
453.125,-0.00690590,-0.45373109
457.03125,0.00124816,-0.50485379
460.9375,-0.00572779,-0.60737479
464.84375,-0.04495277,-0.73412538
468.75,-0.05362985,-0.79011405
472.65625,-0.00973228,-0.63371885
476.5625,0.03806172,-0.12864828
480.46875,0.19279817,0.79387301
484.375,0.38871807,2.08338118
488.28125,0.62714434,3.55487823
492.1875,0.83730286,4.92507601
496.09375,0.98845118,5.89051008
500.0,1.05526924,6.22093248
503.90625,0.97347683,5.83442879
507.8125,0.83509004,4.82322884
511.71875,0.59526515,3.41806602
515.625,0.35742509,1.90592206
519.53125,0.15363255,0.53681552
523.4375,-0.00659672,-0.53812009
527.34375,-0.11364532,-1.27415740
531.25,-0.19345641,-1.69979501
