rel_ms,value_mv,normalized
0.0,-0.00989973,-0.07314879
3.90625,0.00211710,-0.09239939
7.8125,0.00297234,-0.07124216
11.71875,0.02773415,-0.02323681
15.625,0.02531153,0.02925384
19.53125,0.03852716,0.07417132
23.4375,0.03411599,0.11416014
27.34375,0.03851756,0.15481043
31.25,0.07321629,0.19264825
35.15625,0.05348464,0.21712983
39.0625,0.06372665,0.22148561
42.96875,0.05878776,0.20798692
46.875,0.05126528,0.18426377
50.78125,0.04636785,0.15707123
54.6875,0.05465114,0.12957296
58.59375,0.03703710,0.10330125
62.5,0.03160161,0.07923312
66.40625,0.02589986,0.05411365
70.3125,0.03169229,0.01883439
74.21875,0.01767667,-0.03396171
78.125,0.00628905,-0.09935197
82.03125,-0.01239319,-0.16003379
85.9375,-0.02885393,-0.19982719
89.84375,-0.00666030,-0.21731238
93.75,-0.01125952,-0.22370198
97.65625,-0.02828277,-0.22876960
101.5625,-0.02272620,-0.23390575
105.46875,-0.02138896,-0.23780480
109.375,-0.02127924,-0.24215735
113.28125,-0.01971716,-0.24958053
117.1875,-0.03490887,-0.25871781
121.09375,-0.00921509,-0.26237252
125.0,-0.03974734,-0.25033230
128.90625,-0.01144390,-0.21701065
132.8125,-0.01261957,-0.16968569
136.71875,-0.00474661,-0.12866865
140.625,0.01057307,-0.11524056
144.53125,0.00891181,-0.13373730
148.4375,-0.01984589,-0.16433375
152.34375,-0.02391099,-0.17915189
156.25,0.00823718,-0.16797954
160.15625,-0.01204313,-0.14535619
164.0625,0.00133763,-0.13380207
167.96875,0.01261198,-0.14226368
171.875,-0.01636789,-0.15818241
175.78125,-0.02127505,-0.16050398
179.6875,0.00780914,-0.14204086
183.59375,0.00595338,-0.11610203
187.5,0.00336551,-0.10135813
191.40625,0.00793346,-0.10502844
195.3125,-0.00136439,-0.11976240
199.21875,-0.00732361,-0.13149726
203.125,0.01112483,-0.12872627
207.03125,0.00415454,-0.10673933
210.9375,-0.00084962,-0.06853320
214.84375,0.02829567,-0.02547655
218.75,0.02504622,0.00693003
222.65625,0.03429280,0.01984787
226.5625,0.02110478,0.01801381
230.46875,0.02841115,0.01478993
234.375,0.02725175,0.02124017
238.28125,0.03096484,0.03986723
242.1875,0.04558453,0.06653510
246.09375,0.03460502,0.09533552
250.0,0.04803968,0.11949727
253.90625,0.04652540,0.12986255
257.8125,0.06429413,0.11859682
261.71875,0.01967377,0.08596484
265.625,0.04232150,0.03944133
269.53125,0.02483551,-0.01329105
273.4375,0.01907070,-0.06626290
277.34375,-0.00557676,-0.11326029
281.25,-0.00166182,-0.15045659
285.15625,0.00450886,-0.18013257
289.0625,-0.01371990,-0.20795396
292.96875,-0.01985603,-0.23858805
296.875,-0.03191625,-0.27698803
300.78125,-0.02140056,-0.32975328
304.6875,-0.04131405,-0.39871624
308.59375,-0.07200631,-0.47334328
312.5,-0.05700132,-0.53262293
316.40625,-0.07381734,-0.55509746
320.3125,-0.08900493,-0.53165281
324.21875,-0.05440116,-0.47551912
328.125,-0.02835921,-0.41569144
332.03125,-0.03846140,-0.37181187
335.9375,-0.04623514,-0.33826330
339.84375,-0.03524745,-0.29769197
343.75,-0.00107472,-0.24313593
347.65625,-0.00259444,-0.18034893
351.5625,0.00678171,-0.11555784
355.46875,0.01646698,-0.05036187
359.375,0.02834920,0.01317777
363.28125,0.04787826,0.06956500
367.1875,0.05439604,0.11424728
371.09375,0.05883906,0.14861640
375.0,0.05089692,0.17802720
378.90625,0.07516678,0.20459132
382.8125,0.06474362,0.22371717
386.71875,0.08819541,0.22896849
390.625,0.06007975,0.22000352
394.53125,0.07210873,0.20513095
398.4375,0.07034096,0.19537805
402.34375,0.04957726,0.19372894
406.25,0.07973993,0.18854442
410.15625,0.06899297,0.16089779
414.0625,0.03734988,0.10132486
417.96875,0.04296113,0.01812531
421.875,0.02867949,-0.06886468
425.78125,-0.01683710,-0.14091308
429.6875,0.00817653,-0.19229552
433.59375,-0.00437975,-0.23218733
437.5,-0.01066694,-0.27145836
441.40625,-0.03159748,-0.30888468
445.3125,-0.02772774,-0.33373982
449.21875,-0.03113772,-0.33983344
453.125,-0.01784890,-0.33352396
457.03125,-0.02977816,-0.32861853
460.9375,-0.03414494,-0.33580324
464.84375,-0.01469071,-0.35515255
468.75,-0.03744835,-0.37383562
472.65625,-0.03214266,-0.37180480
476.5625,-0.04507052,-0.33675152
480.46875,0.00044504,-0.27673176
484.375,-0.00145197,-0.21552871
488.28125,0.00360125,-0.17447823
492.1875,0.00630601,-0.15887374
496.09375,0.00514749,-0.15802492
500.0,0.01165560,-0.15430847
503.90625,0.01084629,-0.13440736
507.8125,0.01567580,-0.09790426
511.71875,0.02239373,-0.05839300
515.625,0.04284408,-0.03407622
519.53125,0.03366525,-0.03254260
523.4375,0.02795607,-0.04318631
527.34375,0.02279124,-0.04696592
531.25,0.02272009,-0.03570430
535.15625,0.04978031,-0.02079388
539.0625,0.03656034,-0.02066468
542.96875,0.03106399,-0.04020789
546.875,0.02582667,-0.06508946
550.78125,0.01645664,-0.07659556
554.6875,0.02889064,-0.07000131
558.59375,0.04031248,-0.05670566
562.5,0.02550067,-0.05013544
566.40625,0.02812456,-0.05430414
570.3125,0.02907905,-0.06563988
574.21875,0.03411966,-0.07831074
578.125,0.01488175,-0.08490167
582.03125,0.03239153,-0.07817906
585.9375,0.02609442,-0.05683148
589.84375,0.04788150,-0.02776880
593.75,0.02859865,-0.00187445
597.65625,0.04488433,0.01082079
601.5625,0.05578645,0.00418662
605.46875,0.03258548,-0.02043435
609.375,0.02723391,-0.05353121
613.28125,0.03405956,-0.08274664
617.1875,0.02824389,-0.09934466
621.09375,0.01207524,-0.10324143
625.0,0.02455143,-0.10647810
628.90625,0.03762470,-0.12748176
632.8125,0.00429651,-0.17512912
636.71875,-0.00137525,-0.24030869
640.625,-0.01790525,-0.30543372
644.53125,-0.00783454,-0.35748217
648.4375,-0.03256730,-0.39089018
652.34375,-0.03623717,-0.40563869
656.25,-0.01213395,-0.40639451
660.15625,-0.04186867,-0.39942130
664.0625,-0.02033501,-0.38879302
667.96875,-0.01597352,-0.37693721
671.875,-0.03064793,-0.36742768
675.78125,-0.02509306,-0.36564159
679.6875,-0.00475234,-0.37410992
683.59375,-0.02550282,-0.38385859
687.5,-0.02383728,-0.37430340
691.40625,-0.02530670,-0.33001047
695.3125,0.00011923,-0.25872990
699.21875,0.02684755,-0.18757658
703.125,0.03060924,-0.13826157
707.03125,0.01800219,-0.10799687
710.9375,0.02915785,-0.07650058
714.84375,0.04307044,-0.02860374
718.75,0.06159776,0.03292182
722.65625,0.06357646,0.09303690
726.5625,0.07528013,0.13750054
730.46875,0.08142734,0.16147089
734.375,0.07775833,0.17028433
738.28125,0.08253433,0.17422688
742.1875,0.08530121,0.18147011
746.09375,0.07975174,0.19241440
750.0,0.08293092,0.19646521
753.90625,0.09378068,0.17533582
757.8125,0.07136322,0.11632527
761.71875,0.05657137,0.02577057
765.625,0.02628877,-0.07270054
769.53125,0.04107342,-0.15387492
773.4375,0.00254510,-0.20566711
777.34375,-0.00160083,-0.23512009
781.25,0.01519768,-0.26445052
785.15625,0.00357967,-0.31444034
789.0625,-0.01574261,-0.38439059
792.96875,-0.04251323,-0.45018750
796.875,-0.03335764,-0.48547509
800.78125,-0.04275122,-0.48545679
804.6875,-0.03149645,-0.47188431
808.59375,-0.01553532,-0.47515476
812.5,-0.04269844,-0.50826937
816.40625,-0.05681588,-0.55767596
820.3125,-0.06350542,-0.60063332
824.21875,-0.05226901,-0.62730348
828.125,-0.05616646,-0.64220649
832.03125,-0.07050493,-0.64974028
835.9375,-0.05753460,-0.64604193
839.84375,-0.07333104,-0.62416941
843.75,-0.04301520,-0.58038044
847.65625,-0.03368888,-0.51024568
851.5625,-0.01290100,-0.39875248
855.46875,0.00386121,-0.21848938
859.375,0.07035223,0.06001787
863.28125,0.13956422,0.45743641
867.1875,0.23687518,0.98246884
871.09375,0.35923651,1.63086140
875.0,0.48499975,2.37961602
878.90625,0.62639874,3.17860055
882.8125,0.78950036,3.94920969
886.71875,0.89290255,4.59767485
890.625,0.97869235,5.03885460
894.53125,1.02452183,5.21872473
898.4375,0.97851998,5.12523365
902.34375,0.92808706,4.78175783
906.25,0.83595556,4.23023748
910.15625,0.70445216,3.52076507
914.0625,0.54449898,2.71150208
917.96875,0.40803215,1.86866748
921.875,0.25437745,1.06160533
925.78125,0.11188298,0.35303181
929.6875,0.01343757,-0.21516986
933.59375,-0.04238011,-0.63087606
937.5,-0.09914718,-0.90502465
941.40625,-0.15923953,-1.05912673
945.3125,-0.13506693,-1.12165523
949.21875,-0.14606497,-1.12607491
953.125,-0.13018441,-1.09905493
957.03125,-0.13830781,-1.04913843
960.9375,-0.12160333,-0.97186697
964.84375,-0.11486249,-0.86787814
968.75,-0.05456465,-0.75459301
972.65625,-0.07212358,-0.65889376
976.5625,-0.03792886,-0.59911406
