rel_ms,value_mv,normalized
0.0,0.05609727,0.12384790
3.90625,0.04016060,0.12514353
7.8125,0.01717285,0.11984532
11.71875,0.03569862,0.12554972
15.625,0.04731548,0.14751686
19.53125,0.04409568,0.17322733
23.4375,0.03938116,0.18244116
27.34375,0.04673335,0.16045202
31.25,0.04151357,0.10825032
35.15625,0.00881355,0.04425186
39.0625,0.02371435,-0.00717116
42.96875,0.00244246,-0.03271084
46.875,0.00632690,-0.03961473
50.78125,0.01026623,-0.05188854
54.6875,0.00893104,-0.09348180
58.59375,-0.01298892,-0.16833317
62.5,-0.03551921,-0.25682011
66.40625,-0.04121030,-0.33378738
70.3125,-0.03739163,-0.38684407
74.21875,-0.06147235,-0.41663775
78.125,-0.05510132,-0.42804569
82.03125,-0.05038490,-0.42702496
85.9375,-0.04853335,-0.42072091
89.84375,-0.06350244,-0.41495275
93.75,-0.05431188,-0.41223684
97.65625,-0.03964409,-0.41139933
101.5625,-0.04805970,-0.40622950
105.46875,-0.06662609,-0.38777426
109.375,-0.03648083,-0.35258013
113.28125,-0.02795126,-0.30557498
117.1875,-0.02704345,-0.25179726
121.09375,-0.01182727,-0.18980296
125.0,-0.02001065,-0.11679167
128.90625,0.02284281,-0.03716860
132.8125,0.02299801,0.03739449
136.71875,0.02106481,0.09454932
140.625,0.03940679,0.12616463
144.53125,0.04627317,0.13285910
148.4375,0.04133003,0.12973778
152.34375,0.02543545,0.14130853
156.25,0.02762367,0.18095241
160.15625,0.08892092,0.23747115
164.0625,0.05256506,0.28746849
167.96875,0.06227008,0.31548312
171.875,0.07098523,0.31760290
175.78125,0.05671317,0.29510605
179.6875,0.07101268,0.25287086
183.59375,0.03987633,0.20036039
187.5,0.05164117,0.14924131
191.40625,0.01275480,0.10828678
195.3125,0.03880107,0.07856410
199.21875,0.03063924,0.05328984
203.125,0.01892108,0.02409895
207.03125,0.01044942,-0.01264425
210.9375,0.00276328,-0.05583449
214.84375,0.00319455,-0.10309444
218.75,-0.00161569,-0.15195625
222.65625,-0.02963565,-0.19871464
226.5625,-0.00980825,-0.23812228
230.46875,-0.03706655,-0.26486409
234.375,-0.02590100,-0.27671355
238.28125,-0.03208806,-0.27761847
242.1875,-0.02351425,-0.27577567
246.09375,-0.03261285,-0.27649820
250.0,-0.02234315,-0.27699435
253.90625,-0.03086437,-0.26806870
257.8125,-0.03401757,-0.24202114
261.71875,-0.00671300,-0.20146313
265.625,-0.00943153,-0.16049911
269.53125,-0.00681039,-0.13518044
273.4375,0.00179702,-0.13084102
277.34375,-0.01924178,-0.13746172
281.25,0.00737041,-0.13812600
285.15625,-0.01366434,-0.12354873
289.0625,0.00584917,-0.09878357
292.96875,0.00102780,-0.07649133
296.875,0.00795926,-0.06491708
300.78125,0.01424916,-0.06170595
304.6875,0.00702848,-0.05680544
308.59375,-0.00360787,-0.04152897
312.5,0.01911984,-0.01804771
316.40625,0.02256009,-0.00027321
320.3125,0.01716823,-0.00250682
324.21875,0.02203165,-0.02579200
328.125,-0.01070255,-0.05610700
332.03125,0.01247589,-0.07655668
335.9375,0.01174683,-0.08006416
339.84375,-0.00844202,-0.07056429
343.75,0.01860589,-0.05574460
347.65625,0.02002306,-0.03873368
351.5625,0.00494143,-0.01453926
355.46875,0.01626291,0.02260938
359.375,0.03089161,0.06722791
363.28125,0.04071687,0.10276664
367.1875,0.04558006,0.11637498
371.09375,0.02725169,0.11154485
375.0,0.03070633,0.10513102
378.90625,0.04021599,0.11326862
382.8125,0.04773025,0.14032905
386.71875,0.04273872,0.17746761
390.625,0.04779268,0.20759690
394.53125,0.05812109,0.21414898
398.4375,0.05631152,0.19196843
402.34375,0.04719827,0.15299100
406.25,0.02823619,0.11862897
410.15625,0.03141118,0.10226364
414.0625,0.03849299,0.09679824
417.96875,0.03575255,0.07906158
421.875,0.03093797,0.02748263
425.78125,-0.00219461,-0.06188145
429.6875,-0.00302165,-0.17214373
433.59375,-0.02008270,-0.27413288
437.5,-0.04886668,-0.34062845
441.40625,-0.03434202,-0.36164796
445.3125,-0.04958812,-0.35210165
449.21875,-0.01791732,-0.34160286
453.125,-0.03426008,-0.35024095
457.03125,-0.05177349,-0.37221867
460.9375,-0.04606476,-0.38543719
464.84375,-0.04323863,-0.37622070
468.75,-0.02703862,-0.35077456
472.65625,-0.03699909,-0.32346091
476.5625,-0.02475021,-0.29967189
480.46875,-0.03249376,-0.27349898
484.375,-0.01658409,-0.23953220
488.28125,-0.00756132,-0.20092215
492.1875,-0.00533649,-0.16325599
496.09375,-0.00693222,-0.12526104
500.0,0.01559510,-0.08067633
503.90625,0.00783282,-0.02709996
507.8125,0.03984337,0.03189334
511.71875,0.02935030,0.09231793
515.625,0.03392074,0.15123500
519.53125,0.07341769,0.20188934
523.4375,0.05362672,0.23521121
527.34375,0.06711071,0.24995604
531.25,0.05765989,0.25655141
535.15625,0.06585281,0.26797509
539.0625,0.07247590,0.28816468
542.96875,0.06542072,0.30929485
546.875,0.09112753,0.31932753
550.78125,0.06548535,0.31182653
554.6875,0.05541385,0.28736812
558.59375,0.07890847,0.24822313
562.5,0.06798852,0.19908513
566.40625,0.02466564,0.15035762
570.3125,0.03814943,0.10896376
574.21875,0.04889113,0.06728517
578.125,0.01949010,0.01163151
582.03125,0.01716968,-0.05935213
585.9375,0.00968060,-0.12964091
589.84375,-0.02202264,-0.17752692
593.75,-0.01241949,-0.19348989
597.65625,0.00142361,-0.18963099
601.5625,0.00447682,-0.18913098
605.46875,-0.01791839,-0.20531403
609.375,-0.02131215,-0.23369654
613.28125,-0.01532844,-0.26193297
617.1875,-0.02087048,-0.28119907
621.09375,-0.01666133,-0.28833854
625.0,-0.03225178,-0.28381062
628.90625,-0.01965607,-0.27128923
632.8125,-0.01136322,-0.25585929
636.71875,-0.00721745,-0.23872900
640.625,-0.02962606,-0.21682698
644.53125,0.00259593,-0.19153209
648.4375,-0.00209760,-0.17315623
652.34375,0.00211780,-0.17134595
656.25,-0.01741756,-0.18383084
660.15625,0.00760480,-0.19691113
664.0625,-0.00885779,-0.19420215
667.96875,-0.01758698,-0.16715568
671.875,0.01601901,-0.12271990
675.78125,0.01659194,-0.07866058
679.6875,0.01870936,-0.04746547
683.59375,0.02116310,-0.02698239
687.5,0.01980143,-0.00700324
